video_url,comentario,autor
https://www.youtube.com/watch?v=3xosRVxzjgA,"Hit the nail on the head. I'm older gen Z and I've been in the working world for almost a decade now but like. One thing happens to my car and I have to pay, I cannot financially recover it from it. I ask for a raise after working my ass off and I'm hit with: ""sorry but according to company policy.."" Or ""sure! We'll give you a 2 percent raise. At your NEXT performance review. :)""   Why would I even want to give 100 to a company I'm working for if my employer won't even meet me half way?",@greedbun
https://www.youtube.com/watch?v=3xosRVxzjgA,so true. cant agree more. lile i have no motivation what so eveerrrr,@yygg9786
https://www.youtube.com/watch?v=3xosRVxzjgA,They can always buy more consumer products!!! Spend spend spend!!! NOT!,@stevearnold8265
https://www.youtube.com/watch?v=3xosRVxzjgA,And they should be the world is a mess! we need to create something new,@Astrodesignlover
https://www.youtube.com/watch?v=3xosRVxzjgA,Have you tried entering the country illegally?  🤔🧐,@hat_trick_star
https://www.youtube.com/watch?v=3xosRVxzjgA,So they don't have to live under a bridge.😅😅😅😅😅,@TLKletz
https://www.youtube.com/watch?v=3xosRVxzjgA,"This. Thank God I was blessed with strict parents who didn't play around with credit or debt. Which stayed with me later in life but the way schools and society ""sets"" us younger generations for the real world is a waste of our taxes 😮‍💨",@serenabrown4218
https://www.youtube.com/watch?v=3xosRVxzjgA,To top it off most of us will probably work a shitty job that's impossible to enjoy.,@SyzyfusOryginal
https://www.youtube.com/watch?v=3xosRVxzjgA,"@SyzyfusOryginal  In other words, you have grown up with a distorted veiw of reality, perpetuated by social media no doubt.  Its very possible a war is coming your way which means survival is the new priority.",@sootyq
https://www.youtube.com/watch?v=3xosRVxzjgA,"You get even less out of doing nothing, just saying",@AcaciaCollArt
https://www.youtube.com/watch?v=3xosRVxzjgA,Getting paid the bare minimum plus being forced to work the maximum number of hours per week seems like a norm😅,@unknown-hn7ib
https://www.youtube.com/watch?v=3xosRVxzjgA,"@Kiuraish  You're talking to an engineer bub, one who's value is based on the number of rocket parts I've made. One who's a first generation college student who's worked 50+ hours a week since he graduated high school to get to where he is. You would be hard pressed to find anyone smarter and harder working than me.",@introspectivevelociraptor8274
https://www.youtube.com/watch?v=3xosRVxzjgA,⁠ @introspectivevelociraptor8274 I like how you claim she’s a lawyer with an ego complex only to stroke your own ego like there’s no tomorrow. I doubt you’re as smart as you think even if you are a hard worker. Otherwise you wouldn’t come across as a 14 year old in these comments,@etwanican_7439
https://www.youtube.com/watch?v=3xosRVxzjgA,@Kiuraish  go put innocent people in prison or whatever your job is 😭😭,@matthew4173
https://www.youtube.com/watch?v=3xosRVxzjgA,@Kiuraish congratulations ur rich 🙄🙄🙄,@BxByDoll927
https://www.youtube.com/watch?v=3xosRVxzjgA,You can thank government intervention for that one,@jimchoy6764
https://www.youtube.com/watch?v=3xosRVxzjgA,"Yet the 16- to 17-year-old set that have been hired in my area locally in the last two or three years, and are making some sacrifices to get ahead while they are still living at home, are doing well partly because their efforts are noticed and rewarded with opportunities, grants, and other help that employers have been very reluctant to give their older peers who couldn't care less. Maybe that's just local, but that is how things have been going recently. We have also had some more traditional Mennonite / Amish type youth in the area who have an incredible work ethic along with experience that makes them worth even more.",@ReflectedMiles
https://www.youtube.com/watch?v=3xosRVxzjgA,Nonsense you just have to appreciate all of the shareholder value.,@KevinOlsen-cd9ez
https://www.youtube.com/watch?v=3xosRVxzjgA,Pretty sure a Jordan Peterson university would be on par with Trump U….absolute crap,@jdbrown9380
https://www.youtube.com/watch?v=3xosRVxzjgA,@12m20 you say uni in the UK costs $12K. That's just average tuition. No housing etc. And that's for bits. Foreigners pay more,@eahofer
https://www.youtube.com/watch?v=3xosRVxzjgA,"this is true, but why not work against all of this from the inside?",@m.i.n.9000
https://www.youtube.com/watch?v=3xosRVxzjgA,Public school is working. This is by design.,@sixstringstudent
https://www.youtube.com/watch?v=3xosRVxzjgA,Say it again to the people that didn't hear it 🫰🏻🩷,@LittleCutieABDL
https://www.youtube.com/watch?v=3xosRVxzjgA,A lot of older people agree with you 100%,@Guitar6ty
https://www.youtube.com/watch?v=3xosRVxzjgA,I mean you’re not really gonna struggle LESS by not working…,@kthakilla9470
https://www.youtube.com/watch?v=3xosRVxzjgA,Meanwhile the Millionaires have become Gazillionaires and its being applauded.,@ladeedidaadii
https://www.youtube.com/watch?v=3xosRVxzjgA,"Because you have no other choice. Zoom out of elite hoods of elite cities in the us, and you'll see that's how most of the world lived for the entire history. At least half the population of top 5 countries in Europe could never afford a new car, always 5-8 years old, but somehow NOW that's a huge issue.  With the generation that loves the environment so much I don't get why they even want cars, they should have bicycles. Real ones, not the polluting kind.",@codinghusky5196
https://www.youtube.com/watch?v=3xosRVxzjgA,But not working isnt going to do anything either. They will just hire people from other countries that want to work.,@EliM-m8q
https://www.youtube.com/watch?v=3xosRVxzjgA,I was scared of moving back in with my parents so I went to work as a teacher. I'd rather be homeless than have to live with them.,@josephtabit2347
https://www.youtube.com/watch?v=3xosRVxzjgA,"Hey man, those CEO's need their 40 million dollar bonus'.",@BMXAuthority
https://www.youtube.com/watch?v=3xosRVxzjgA,"I just did the math. 1 person working at Starbucks as a barista has enough to dedicate between 25-30% of their income to rent in Texas (not the prettiest options but for sure livable).  Avoid debt, get married to a working spouse, live frugally and you can start building a future. Especially if you take advantage of the many retirment investment vehicles available to them.",@GbfhTime
https://www.youtube.com/watch?v=3xosRVxzjgA,because some money is better than no money,@nicholasberends7751
https://www.youtube.com/watch?v=3xosRVxzjgA,Yes or you get promoted and you get a pay increase only to find out that you are keeping up with inflation.,@justing1810
https://www.youtube.com/watch?v=3xosRVxzjgA,This is how millennials feel as well. The boomers were able to work hard for and get the things they want. We can’t.,@Peachpicnicc
https://www.youtube.com/watch?v=3xosRVxzjgA,"Im a member of the previous generation and I work 70 hours a week, I get it. I'm not sure if it will ever improve.  I'm in the United States, trump beats the democrats but life still sucks",@andrewdonohue1853
https://www.youtube.com/watch?v=3xosRVxzjgA,Yeah while all of that is true they still have to eat and house themselves mommy and daddy won't live forever,@TheFlu454
https://www.youtube.com/watch?v=3xosRVxzjgA,"We are in a worst sittuation here in Brazil, we earn like 15.000 Reais per year, and a simple house costs 500.000 Reais, we have no hope brothers.",@bambugameplays7567
https://www.youtube.com/watch?v=3xosRVxzjgA,I can't even afford to move out or out of state where I love.,@roselane4242
https://www.youtube.com/watch?v=3xosRVxzjgA,Great excuse to be a lazy bum! But it's ok instead of working they can keep begging daddy government for handouts,@shredder767
https://www.youtube.com/watch?v=3xosRVxzjgA,Because my mom kicked me out and food.,@greybone777
https://www.youtube.com/watch?v=3xosRVxzjgA,"🚩🚩Because that is what Humankind has been doing for Centuries, and we seem to be the only Generations ( Z and Millenials ), that won't work unless we became Rich. ✨️✨️",@martapriya98
https://www.youtube.com/watch?v=3xosRVxzjgA,Do you like not being homeless?  (Im talking just general shelter)  thats what's the point.,@koipondering
https://www.youtube.com/watch?v=3xosRVxzjgA,"As a Gen Xer, I agree with the futility of trying to work for absolutely nothing in return. Where you own a house in the future question maybe… Maybe not. Will your country look after you so as to properly manage immigration so you will be able to work? Maybe… Maybe not. On and on it goes. Corporation and politicians have made it so difficult to work at empty level today.; Then you add the DEI mess.  The babyboomer called us (the Gen X er) what they call the Gen Z today.  Forget it!  Focus on faith family and freedom.",@HarleyMann-m6p
https://www.youtube.com/watch?v=3xosRVxzjgA,"Man, would ya look at the ego in this one. That’s where all of that is coming from. “Me, me, me, what do I get?” This mindset is the issue. As if the only reason to pursue life is if you can buy the things you want. Think about that for a second. Really think. See anything backwards?   If not, I don’t have anything else to offer you. Just don’t be surprised as people continue to not share your empathy. Get out of your own way and see a world more than money. If you are going to smash the system, you’ve gotta be prepared to replace it. What you’re complaining about is that somebody isn’t letting you in the system that you think is broken. Create something new or get left behind.",@gllst5938
https://www.youtube.com/watch?v=3xosRVxzjgA,"They need to observe how immigrants who came to the west with nothing make ends meet and still end up getting a home, a car and a career. THEY WORK LIKE HELL AND SPEND LITTLE.",@pinkpotatoes9849
https://www.youtube.com/watch?v=3xosRVxzjgA,Precisely. Shit is like asking why slaves have less work ethic than business owners. Like what are we saying lmao. And sure we aren't slaves (yet) but we're a hell of a lot closer to it than boomers were who had financial security and freedom as a result of their work. We have nothing as a result of our work,@JayLucaa
https://www.youtube.com/watch?v=3xosRVxzjgA,We don't try because there's nothing to gain from trying.,@Potatomaster1005
https://www.youtube.com/watch?v=3xosRVxzjgA,Keep crying and blaming everyone but yourself. Wah wah wah everyone else's fault but mine.,@huntergrish7080
https://www.youtube.com/watch?v=3xosRVxzjgA,I’m a 26 year under paid Local 669 Fire Sprinkler Fitter and can not agree more. I don’t know why anyone. Especially a young person. Would sign up for a life of never affording a house or family. The wages are horrible. Although we do make enough to buy a used car.,@choptopcowboy4095
https://www.youtube.com/watch?v=3xosRVxzjgA,Buying a home and building a Family are too expensive anyways,@Alice2000E
https://www.youtube.com/watch?v=3xosRVxzjgA,"Disillusioned is another good word for it. They were sold this idea of the future, but with how the world is today they just can’t believe in it anymore.",@SpiderFrog-1
https://www.youtube.com/watch?v=3xosRVxzjgA,"This is exactly what I feel. It is not that I don't want to work, but I don't want to waste most hours of my week doing a job that exploits me with a terrible salary and doesn't even allow me to enjoy life.",@barelyreal1
https://www.youtube.com/watch?v=3xosRVxzjgA,​@barelyreal1what is the other alternative?? Do you have an alternative ideas for these Losers.,@lakshganesh4776
https://www.youtube.com/watch?v=3xosRVxzjgA,"​@Kiuraish  I think they mean lawers aren't a necessity for human survival. Which I agree with, I teach specialised learning, so apocalypse wise we'd both be pretty usless.",@emmyl1624
https://www.youtube.com/watch?v=3xosRVxzjgA,"​ @emmyl1624 that's very true. I get it in that sense too. But of course humans not only need to survive but to thrive. Some jobs are for surviving, some for thriving, both are needed. As a teacher your work is invaluable and very respectable.",@Kiuraish
https://www.youtube.com/watch?v=3xosRVxzjgA,@emmyl1624  YouTube as a company wouldnt even be around to host videos for people to comment on without lawyers and people wouldn't even know how to write to comment without teachers. So I don't mind these attacks haha!,@Kiuraish
https://www.youtube.com/watch?v=3xosRVxzjgA,lawyers are truly the weakest link,@matthew4173
https://www.youtube.com/watch?v=3xosRVxzjgA,Some of us don't have the option to just not work 😂,@Makemsayahlex
https://www.youtube.com/watch?v=3xosRVxzjgA,"They will have more than nothing if they work, just like everyone else.",@mikeackles8937
https://www.youtube.com/watch?v=3xosRVxzjgA,"Agree, but many are lazy. I've seen over 50 myself in a factory environment. About 1/3 couldn't even finish the very first day, seriously! The rest leave within the 1st month. One guy made it past 1 month. He had a wife an",@michaelbond4609
https://www.youtube.com/watch?v=3xosRVxzjgA,"If you only aspire to work at McDonald's, sure you won't make something of yourself, but even if aspire to be a manager or nurse, teacher, etc you can still succeed.  It won't happen exactly the same way, but Good decisions will be rewarded.  Why make life harder for yourself and give up? You're not in a prison, there is room for creative solutions",@brianob1
https://www.youtube.com/watch?v=3xosRVxzjgA,but what are they going to DO about it?  I think they are in a state of video-game inertia.,@PalisUK
https://www.youtube.com/watch?v=3xosRVxzjgA,"Because you start somewhere and work your way up. The sooner you accept that reality, the better off you’ll be.",@EliPriest
https://www.youtube.com/watch?v=3xosRVxzjgA,"I hear this point, I do. But I happen to work with a subset of gen z who happen to be pretty well off, and the well off ones whose parents are footing the bill for their college, cars, etc don't have any work ethic either.",@jennifermarie3158
https://www.youtube.com/watch?v=3xosRVxzjgA,you only invest a year of work and want a car and a house... please... it takes years...,@TheMarcelo88
https://www.youtube.com/watch?v=3xosRVxzjgA,i bought a nice silverado and have an high paying blue collar job and can afford trade school so i dont understand it,@Mihka98
https://www.youtube.com/watch?v=3xosRVxzjgA,​ @Mihka98  That's cause blue collar jobs are more in demand than white collar jobs nowadays. The market for white collar jobs is too over saturated after everyone went to college.,@riskingrain1560
https://www.youtube.com/watch?v=3xosRVxzjgA,Why? Homeless and hunger might be a good reason.,@jewely9757
https://www.youtube.com/watch?v=3xosRVxzjgA,We all are.   Enjoy living in the street I guess?  Yall are coddled,@alanbudde8560
https://www.youtube.com/watch?v=3xosRVxzjgA,"Money doesn't grow on trees, neither does experience. Everyone has to start somewhere, but they won't get anywhere if they're crying at just the beginning",@emolesstark3786
https://www.youtube.com/watch?v=3xosRVxzjgA,And they also spend money on unnecessary things.,@pizzapartytime1826
https://www.youtube.com/watch?v=3xosRVxzjgA,We all felt that way when we were young. I never thought I’d own a home and didn’t until my 30s. Still working out retirement and debt. People act like every generation hasn’t been through it.,@thiswonderlandlife
https://www.youtube.com/watch?v=3xosRVxzjgA,I'm born in 1996. This year I suppose is borderline melinnial/gen z. I feel I don't fit in either.😅,@jessiccablessngs1536
https://www.youtube.com/watch?v=3xosRVxzjgA,Well u have to work to eat. Can't live off the tax payer,@michealstotten3741
https://www.youtube.com/watch?v=3xosRVxzjgA,"@michealstotten3741  Burned out? Imagine also having 4 children as was common not so long ago.  Their problem in  4, 5 hours a day glued to social media.",@sootyq
https://www.youtube.com/watch?v=3xosRVxzjgA,"And this isn’t true for millennials as well? The truth is that most of them just don’t want to work. That sounds rude, but the only thing most of them care about is being on their phones instead of working. Go to work. Do the work. Go home. Do a good job, and maybe you’ll move up. What else are we supposed to do? We have to make money to live.",@parvanirose
https://www.youtube.com/watch?v=3xosRVxzjgA,"@parvanirose  do you see these people who don't work not having money? It's usually those who don't work that make more money than those who do. That's the capitalist system we live in. Parasyte ""jobs"" pay better, so you'll sooner see someone try to hit the jackpot in some way through ways in which large companies and rich people exploit people's indifference with money than see someone agree to do a hard job for a mediocre pay. It's the fact that the option to get paid for doing nothing already exists. If it didn't exist, then these people would have nowhere to go and come back working. That's the free market for you.",@artorhen
https://www.youtube.com/watch?v=3xosRVxzjgA,Nah u just can't budget and save money😂,@Jewish.Hotdog
https://www.youtube.com/watch?v=3xosRVxzjgA,You just proved how entitled you are,@Tespri
https://www.youtube.com/watch?v=3xosRVxzjgA,"then stay broke and homeless I guess? those are your options, deal with it.",@johnfisher8401
https://www.youtube.com/watch?v=3xosRVxzjgA,@johnfisher8401  There's one more option,@techwizsmith7963
https://www.youtube.com/watch?v=3xosRVxzjgA,I’m gen z and I just bought a house. Most people can’t balance a budget.,@christianberner7512
https://www.youtube.com/watch?v=3xosRVxzjgA,How would they know that’s even true without trying? Getting ahead in the USA is easier than anywhere else,@idkmybffjill9682
https://www.youtube.com/watch?v=3xosRVxzjgA,So just don't work is your answer? What corner do you live on?,@th-cc6ei
https://www.youtube.com/watch?v=3xosRVxzjgA,The older generation is considered the most spoiled in history so I'm not surprised.,@tannervlasic8356
https://www.youtube.com/watch?v=3xosRVxzjgA,"Immigrant from panama here, I am a millennial that would do all the job the lazy gen z won’t. They complain all the time and look at their phones while I took out the trash and did what they didn’t. 5 year later I’m a fashion buyer and make 6 figures a year. I love my life. I have an accent and English is not my first language. I took crap from gen z and moved up the ladder. Privilege in this country is my taken for granted but sorry- gen z is entitled and I have my success thanks to that.",@m.b.8521
https://www.youtube.com/watch?v=3xosRVxzjgA,"Immigrant from panama here, I am a millennial that would do all the job the lazy Americans gen z won’t. They complain all the time and look at their phones while I took out the trash and did what they didn’t. 5 year later I’m a fashion buyer and make 6 figures a year. I love my life. I have an accent and English is not my first language. I took crap from gen z and moved up the ladder. Privilege in this country is my taken for granted but sorry- gen z is entitled and I have my success thanks to that.",@m.b.8521
https://www.youtube.com/watch?v=3xosRVxzjgA,"😅 the start to your problem is believing that corporations dont pay taxes!!! They pay a lot of taxes actually like the richest people and corporations pay more than the poorest, like the top 1% pays more on taxes than the bottom 98%. 🙄",@KM-hc2jq
https://www.youtube.com/watch?v=3xosRVxzjgA,Yeah instead just steal your parents ard earned money,@jackcarterog001
https://www.youtube.com/watch?v=3xosRVxzjgA,So how are you going to eat?! Foodstamp’s?! Just cuz you won’t own anything now doesn’t mean you shouldn’t work cuz literally…. How will you eat?! How will you buy clothes or things you need without any income?? That’s my question 🙋‍♀️ is y’all’s parents financing your lifestyle you think you don’t need to work 😂 I’ve been out in the world working so I never have to go back to my parents!,@LiviCG91
https://www.youtube.com/watch?v=3xosRVxzjgA,"Standard work week in China is 72 hours (6-12's), and we have ppl here complaining about putting in 40 smh.",@financialeducation4433
https://www.youtube.com/watch?v=3xosRVxzjgA,@ a race to the bottom? That’s their own problem. Being oppressed isn’t a thing to have dignity about.,@stevearnold8265
https://www.youtube.com/watch?v=3xosRVxzjgA,"Problem with this is companies will just hire migrants, outsource or use AI to replace gen z. Gen z is not rebelling. They're just making the dystopia worse. At the very least, work to learn work skills. Then use learned skills to do own hustle. Maybe learn trade work. Maybe teach english in non english speaking countries or something. Preferably in countries with lower costs of living. But if gen z keep saying their dream job is to not have a job, the world is gonna leave them behind.",@ixiahj
https://www.youtube.com/watch?v=3xosRVxzjgA,"@ixiahj  if companies could pay gen z what they pay immigrants, they would. It doesn’t matter who gets hired, as long as companies are allowed to get away with literal crimes to raise their profits, nothing is gonna change",@Monasaurus_Rex
https://www.youtube.com/watch?v=3xosRVxzjgA,"@ixiahj I disagree, hybrid and home working has now become a thing with the rise of Gen Z wanting a Work life balance. We all don’t want to work but it’s not going to happen. hybrid and flexible working is the future.",@Imprettyghoul
https://www.youtube.com/watch?v=3xosRVxzjgA,"​ @ixiahj Honestly, kinda yeah. Work to learn trade skills, to take care of things yourself",@techwizsmith7963
https://www.youtube.com/watch?v=3xosRVxzjgA,Because if they don’t work what will they do? We all need money,@etwanican_7439
https://www.youtube.com/watch?v=3xosRVxzjgA,Yeah except that’s not true. Like it is a little bit…. But not really. Inflation is real but you don’t have to buy a home at 22. And you don’t have to buy a new car. You can buy a used car until you get a real career. There’s mixed issues,@ImHere4TheCatVids
https://www.youtube.com/watch?v=3xosRVxzjgA,"@  even used car are more expensive now, though. and it’s a coin toss if a cheaper one doesn’t need work done.   also, why continue paying over 1k to rent a small space when a mortgage is almost the same? yeah you’re more responsible for the property & have taxes, but at least you own it, have more space, more privacy & typically your own parking space.   and rent also just keeps going up.",@jalaaaah
https://www.youtube.com/watch?v=3xosRVxzjgA,So many excuses. The entitlement is strong in your generation bud. Y’all have a lot to learn,@roycemartin9068
https://www.youtube.com/watch?v=3xosRVxzjgA,"I have yet to see a Gen Z complaining about exactly what you are complaining about cut expensive like I had, to have a home. We never ate out we had clothing for our kids that was passed down a few times already before they got to them. I had a flip phone forever. People today do not live without things because they feel they should have all these things brand new and the latest and are signed up to everything monthly and eating out daily and do not realize how much all this adds up to yearly and that most people had to wait to live like that and have the home etc.",@BlackHoleOfTime
https://www.youtube.com/watch?v=3xosRVxzjgA,"Everyone has to work. If people can still afford luxuries then they have too much of a safety net. In most of the world, if you choose not to work you don't eat",@malicemacey
https://www.youtube.com/watch?v=3xosRVxzjgA,They get what they voted for...I have no sympathy for gen z,@jvazacas
https://www.youtube.com/watch?v=3xosRVxzjgA,"The only thing you get from work isn't money. Especially down the line. I think we need to make the fed min closer to 30, because the sheer lack of money is bad, but like this mentality of the fact that people think the only thing you gain from work is money just makes the world shittier.",@Bob-fj7lr
https://www.youtube.com/watch?v=3xosRVxzjgA,​ @Bob-fj7lr Do you not realize if the Federal minimum wage is increased to $30 that everything you use or buy will increase radically? Flip this around. If you owned a business would you pay unskilled labor $30/hr. The answer is no.,@judyfabion8849
https://www.youtube.com/watch?v=3xosRVxzjgA,"Unless they're literally not getting paid, they are not working for nothing.",@netteloveszebras
https://www.youtube.com/watch?v=3xosRVxzjgA,"Absolute fallacy. I am gen Z, bought a house almost 2 years ago at 22 and a car shortly after.  Work ethic IS the problem, not the economy. I will admit it isn’t as easy as it maybe has been 5-10 years ago, but every generation has had economic struggles, that’s how the economy works.",@caitothepotato.
https://www.youtube.com/watch?v=3xosRVxzjgA,"⁠​⁠​⁠ @caitothepotato.    what’s your profession that allowed you to purchase a home at 22?  when & how’d you get started?  what state do you live in?   how much did you put down for a house and/or how did you get approved for the loan?   what’s the conditions of said home?   and how much is your mortgage?   cars are simpler to obtain, so i won’t ask. i saved 5k to buy my first one & got a 10k loan for the second after someone hit & totaled the first one...   but i’ve been renting since 21, 24 now & plan on owning before 27.  most of my friends who live in homes were helped by their families, though. so i’m just curious as to how you’ve done it alone without a career in media/sports or anything.",@jalaaaah
https://www.youtube.com/watch?v=3xosRVxzjgA,@caitothepotato.  Discarding a systemic point by a personal anecdote in also fallacious.,@Reddfrogg
https://www.youtube.com/watch?v=3xosRVxzjgA,@caitothepotato.  what kinda job 'ya got?,@RealHomeRecording
https://www.youtube.com/watch?v=3xosRVxzjgA,No self respect or pride in your work??? Sad ass generation.,@low_significance3714
https://www.youtube.com/watch?v=3xosRVxzjgA,Omgeee yes! Exceeding expectations and given more tasks. No thanks 😅,@Starla_snow711
https://www.youtube.com/watch?v=3xosRVxzjgA,"Huh, I thought you were our fellow Japanese for a sec. Yeah I guess it’s a global issue at this point.",@takumiito97
https://www.youtube.com/watch?v=3xosRVxzjgA,@takumiito97  id love to visit your country at some point in my life but I'd rather visit when things calm down with tourists a bit. Currently they have a bad rep :p,@PakiBlinders
https://www.youtube.com/watch?v=3xosRVxzjgA,The 8hr requirement is unnecessary most work can be accomplished in 6h or less  Also the need to be micromanaged is insane and sometimes employees are paid hourly and will stall out the hours for same pay shrufs,@duckymomo7935
https://www.youtube.com/watch?v=3xosRVxzjgA,@ManoFerrero  no. Saudi Arabia but i heard it in Egypt too,@PakiBlinders
https://www.youtube.com/watch?v=3xosRVxzjgA,"Since the first time I heard that, I told my boss ""fuck that"" and laughed",@ch3cksund3ad
https://www.youtube.com/watch?v=3xosRVxzjgA,"My mom (Gen X) says that a lot, almost always to caution me against going above and beyond at work without additional compensation.",@Br0nto5aurus
https://www.youtube.com/watch?v=3xosRVxzjgA,"I think the idea with that (because I have been told the same thing) is that back a million years ago, more work would also mean more responsibility because you had proven yourself to be trustworthy.  Consequently, you were given more authority and/or a raise and/or a promotion. Remember also that most people would work in the same company for 20 years. Trust and experience were key to being successful. So more work was better. I still think there's some of that idea around today, but it's not even close to the same degree.",@tticusFinch
https://www.youtube.com/watch?v=3xosRVxzjgA,"this is really universal, this is also a saying in mexico!",@diamoond11
https://www.youtube.com/watch?v=3xosRVxzjgA,"🚩🚩Because that is what Humankind has been doing for Centuries, and we seem to be the only Generations ( Z and Millenials ), that won't work unless we became Rich. ✨️✨️",@martapriya98
https://www.youtube.com/watch?v=3xosRVxzjgA,"Unfortunately, 99% of us can't have nice things unless we work.",@GR-bn3xj
https://www.youtube.com/watch?v=3xosRVxzjgA,"Agreed. Had to learn that hard way. Was expecting at least 5 minutws of peace when im dont with my work, but instead they found me more work which isnt mine :/ i don't get paid more for making other guy work either, and thats why a do only.mine and slow as possible",@Chestet
https://www.youtube.com/watch?v=3xosRVxzjgA,and that hard work gets stolen by your boss/coworker/classmate so you never get the “reward” for your hard work except just knowing you did it,@mafiawaffle
https://www.youtube.com/watch?v=3xosRVxzjgA,Well... this is certainly everywherr except for europe maybe?,@koimananana
https://www.youtube.com/watch?v=3xosRVxzjgA,"@koimananana europe is a big continent, here in Italy work is not as good as countries like Germany or Netherlands",@cristianobrogna1225
https://www.youtube.com/watch?v=3xosRVxzjgA,The prize for not working should be urban camping and panhandling to eat. (and you probably won't be able to afford an i-phone),@tomreed5375
https://www.youtube.com/watch?v=3xosRVxzjgA,"Millennial here and it was such a slap in the face when this happened to me. I worked overtime hours on a ridiculous project that was crucial, and I wound up getting severe eye strain and two anxiety attacks in the process. And they told me “meets expectations”. Never again",@hechovisto
https://www.youtube.com/watch?v=3xosRVxzjgA,"@hechovisto  You learned a life lesson early in your life, good for you.   I learned the same lesson back when I first started working in 1990 when I was 23.  Since then, I've been 'quiet quitting' for DECADES!    This was long before their was a name for it.    Any parent, grandparent, uncle, aunt, etc. should have told you this lesson.   I used to work with HS school kids all the time in scouts, and I told all of them what life was like.  Realy, ti shouldn't come as a shock.",@tjholmes66
https://www.youtube.com/watch?v=3xosRVxzjgA,@hechovisto  I had to work through my lunch breaks at my corporate job—without extra pay—during a period of food insecurity. Fuck this whole system.,@dariamorgendorffe8
https://www.youtube.com/watch?v=3xosRVxzjgA,@hechovisto  millennial here also did the same thing you did and all I got was thanks for doing such a great job no raise actually that’s not true. I got a $. 50 Cent raise what the fuck even is that,@seanm7539
https://www.youtube.com/watch?v=3xosRVxzjgA,my department told us straight up there will never be any raises. when they ask me to work faster i laugh and tell them i cant,@XJ9sodypop
https://www.youtube.com/watch?v=3xosRVxzjgA,"Last year I was working about 70 hours a week- 30 hours of it being unpaid overtime. I kept getting reviewed as “needs improvement”,  despite knowing I was doing well, and it ended up causing me to have a mental breakdown. When the data came in, I had surpassed, by far, every single person in my department. I cried staring at the computer screen as the data rolled in, because I had been so broken down, and the data felt like a miracle and I was so happy knowing the entire time it wasn’t me- my boss was just a horrible person. There needs to be accountability for workplace abuse- I left that place but I’m still severely anxious all the time because of it, and am struggling from perfectionism OCD. It’s not acceptable.",@JamiesChaos
https://www.youtube.com/watch?v=3xosRVxzjgA,@​JamiesChaos  There are laws even in right to work states regarding unpaid overtime and hours with salaried employees. You should really check with your state as you may have a case for back pay! There are limits to how little you can be paid with how many hours you put in and even salaried employees are supposed to get extra pay if the hours are too high.  Hope you are feeling better!,@sharonmason1649
https://www.youtube.com/watch?v=3xosRVxzjgA,"@JamiesChaos  I can relate. I have an upcoming review in a few days and as soon it was put into my calendar my manager messaged me asking to see my current work. It's a quarterly review but he likes to focus the work I am doing right at this very moment, that is still work in progress, trying to find any issues or mistakes instead of looking at any of the work that I have done this past quarter )and received plenty of praise for just not from him). I am already dreading this meeting, knowing he will only bring up whatever he thinks I not doing well as usual...sigh.",@TheSocke134
https://www.youtube.com/watch?v=3xosRVxzjgA,"Same experience here.  My manager is lovely but the process is designed so that very few will ever be rated higher because the budget isn't there for lots of higher ratings .  Was a tough pill to swallow the first year , but now I've learned to accept it .   Just assume you will never get any meaningful in-post raises . Do your job and any extra projects you find interesting , then when you want a raise look for a promotion or Post elsewhere .   Don't understand why companies would rather spend more on new hires than invest in current employees but hey , that's what they want to do . 🤷‍♂️",@forestdaydreams9447
https://www.youtube.com/watch?v=3xosRVxzjgA,"@forestdaydreams9447 It’s cheaper for them to be understaffed and on rotation of hiring people and people quitting, so they can pay them the starting rate— the lowest possible. This sounds plausible does it not?",@summero-my5in
https://www.youtube.com/watch?v=3xosRVxzjgA,I'm in a role where I had to give employee reviews. I put 9-10 out of 10 for all areas on the questionnaire because they did their job. Then I was told a 5 is if they did their job. It's ridiculous.,@ZZ-qy5mv
https://www.youtube.com/watch?v=3xosRVxzjgA,"I got ""meets expectations"" all because I couldn't attend all of the monthly meetings. My job is open 24/7. So one month the meeting would be at 7am and then the following month it would be at 3pm and then rotate again. I worked 2nd shift, so I could attend the 3pm as that is the begining of my shift, but I couldn't attend the 7am and I was sleeping (I don't get home until 12:30am) and I'm not about to sit in traffic for 1.5 hours to attend an in-person meeting that only last 30 minutes. So I only got ""meets expectations"" along with the rest of the 2nd and 3rd shift. But 1st shift got the max bonus as they are able to attend all the meetings since they are at the start of their shift or the end. Awesome!!!",@AnimeProduction101
https://www.youtube.com/watch?v=3xosRVxzjgA,"As someone who used to be a straight A student, I was so offended by my “meets expectations” performance review despite only being told that I am doing so well. I am coming to peace with the fact that these reviews are an inaccurate representation of my value.",@michaelabrydon455
https://www.youtube.com/watch?v=3xosRVxzjgA,I love when jobs make it seem like it’s your fault they aren’t giving you raises because you’re doing what they feel is the bare minimum. It’s on purpose. They don’t actually want to pay you more. They’re actively trying to find ways to pay you less.,@christinak4082
https://www.youtube.com/watch?v=3xosRVxzjgA,omg this bruh i worked at a hospital for a year and a half and i worked my ASS off to the point i had some health issues and my employee review was average. didnt try as hard after that and received a bare minimum raise,@dumplingg
